date,ticker,close,volume
2016-01-01,SYN000,102.25304387776471,232837.92039199674
2016-01-01,SYN001,99.36207220420283,75393.34942143392
2016-01-01,SYN002,102.3553763104178,297138.79475416197
2016-01-01,SYN003,99.811560295824,83401.04431273011
2016-01-01,SYN004,101.65058828493048,275492.275706282
2016-01-04,SYN000,102.33914238950183,155290.69433071898
2016-01-04,SYN001,98.53901538889903,262828.348171265
2016-01-04,SYN002,102.50749440632612,415927.78776508156
2016-01-04,SYN003,98.18347248092365,122530.19521936677
2016-01-04,SYN004,97.80936463278299,146733.61144994883
2016-01-05,SYN000,104.00088825103995,279166.00661941926
2016-01-05,SYN001,100.02067425877885,105732.17532688836
2016-01-05,SYN002,103.3915537103747,336013.2642784959
2016-01-05,SYN003,97.97059132455885,167612.0748352298
2016-01-05,SYN004,97.04978586806634,204134.78223919251
2016-01-06,SYN000,106.0160219050729,163406.24086288316
2016-01-06,SYN001,102.11551084027745,173789.0948889032
2016-01-06,SYN002,104.97419050037013,55504.4447777402
2016-01-06,SYN003,98.56083666263777,269426.64152181795
2016-01-06,SYN004,97.57245490484316,329835.41185830405
2016-01-07,SYN000,103.9949451133158,241934.80288098613
2016-01-07,SYN001,100.64536579683696,587889.191648831
2016-01-07,SYN002,100.1636016408042,130808.09710607701
2016-01-07,SYN003,97.35544432772521,194302.99655180643
2016-01-07,SYN004,99.30236447608371,101216.1294945032
2016-01-08,SYN000,102.75647294971766,127398.32770573339
2016-01-08,SYN001,100.6542688353522,100590.74179962471
2016-01-08,SYN002,99.11283333935248,163093.60347089238
2016-01-08,SYN003,96.15990497531791,261390.23386322407
2016-01-08,SYN004,97.3591593173451,445575.015446318
2016-01-11,SYN000,100.90823382527394,65755.9747553742
2016-01-11,SYN001,101.41694976325768,113330.50736360851
2016-01-11,SYN002,96.79705805351972,205156.62282914328
2016-01-11,SYN003,96.08233057880102,164944.14293846482
2016-01-11,SYN004,98.42667695223992,110489.99834462427
2016-01-12,SYN000,97.27756179887346,186126.065386821
2016-01-12,SYN001,103.77285622535355,161335.7911675464
2016-01-12,SYN002,94.12910405860333,68620.23431962106
2016-01-12,SYN003,94.75114545042275,114408.08477392589
2016-01-12,SYN004,98.67198298465605,255285.47215566036
2016-01-13,SYN000,97.44924448894795,233903.05919834948
2016-01-13,SYN001,104.53543839674013,106552.33172922595
2016-01-13,SYN002,94.35565755365528,68069.06767702042
2016-01-13,SYN003,93.61186293193249,148468.04413601404
2016-01-13,SYN004,99.15108573291963,163292.8053488927
2016-01-14,SYN000,97.08680934150286,217004.56429171903
2016-01-14,SYN001,106.71923171576685,253223.60091425467
2016-01-14,SYN002,91.9693791542858,312823.6445570623
2016-01-14,SYN003,92.16161037500879,230442.9657561409
2016-01-14,SYN004,98.2654649758164,158662.375663601
2016-01-15,SYN000,99.61835186817304,201006.66198957973
2016-01-15,SYN001,109.00859988796492,124583.97705077939
2016-01-15,SYN002,92.68944109617053,123061.60230093257
2016-01-15,SYN003,93.52930784987906,272741.8669803024
2016-01-15,SYN004,97.27648005923281,84841.79476654879
2016-01-18,SYN000,102.82024148390074,136722.21477707927
2016-01-18,SYN001,106.9903356065121,225709.6730929023
2016-01-18,SYN002,93.67640237890984,77365.54696084856
2016-01-18,SYN003,95.26010741639213,151155.23858255477
2016-01-18,SYN004,94.16889223152381,256209.32047331872
2016-01-19,SYN000,105.39768140036858,108730.41864233845
2016-01-19,SYN001,111.3431304000876,83734.42264342007
2016-01-19,SYN002,94.07576395919428,93730.56316883529
2016-01-19,SYN003,96.5435585214048,102277.23227962365
2016-01-19,SYN004,96.12243502258774,85461.46977501095
2016-01-20,SYN000,105.02392057827667,214456.91496099296
2016-01-20,SYN001,111.6558928532168,65945.52153883743
2016-01-20,SYN002,93.87466167256615,197844.63336038162
2016-01-20,SYN003,97.64436310420588,192495.6971020674
2016-01-20,SYN004,96.3316638848033,79111.60717977841
2016-01-21,SYN000,105.07995437937849,201435.3384948315
2016-01-21,SYN001,114.81024657478915,145147.7561537557
2016-01-21,SYN002,95.68623095201654,107874.7549495429
2016-01-21,SYN003,98.77420000889472,206693.12449748666
2016-01-21,SYN004,94.19414241720104,290643.15122553956
2016-01-22,SYN000,104.9952432002716,122952.1402011315
2016-01-22,SYN001,113.93662417338825,74291.07341173301
2016-01-22,SYN002,94.79159318288046,183654.73269286967
2016-01-22,SYN003,97.73332398069158,301450.0298764115
2016-01-22,SYN004,94.05833722196871,398237.08501139755
2016-01-25,SYN000,109.28586968065288,283427.6295472199
2016-01-25,SYN001,116.07894538802674,347713.6086833899
2016-01-25,SYN002,95.69235273066333,99771.34717538934
2016-01-25,SYN003,95.46121190537578,115915.70947745546
2016-01-25,SYN004,94.92068584211714,116585.14190751268
2016-01-26,SYN000,110.69579959077058,104669.93927857152
2016-01-26,SYN001,113.80062090522307,75742.76859729356
2016-01-26,SYN002,93.08504413612305,68043.32654318537
2016-01-26,SYN003,94.26421529192235,116552.99868397474
2016-01-26,SYN004,95.13123869017399,268754.7712695729
2016-01-27,SYN000,113.42394647121381,121569.1250705011
2016-01-27,SYN001,115.76261786035657,96873.05181577428
2016-01-27,SYN002,93.56718472800681,331767.62615205674
2016-01-27,SYN003,94.47391404531925,237537.33705887385
2016-01-27,SYN004,97.47053676358992,242380.27999180794
2016-01-28,SYN000,112.79664058884786,368874.8133218497
2016-01-28,SYN001,115.35609788017031,200147.51381550587
2016-01-28,SYN002,95.1340239914072,198609.31953384215
2016-01-28,SYN003,93.02851146072422,132758.00179934324
2016-01-28,SYN004,96.1548203700233,155475.0663057749
2016-01-29,SYN000,111.09702090200906,251271.91762195187
2016-01-29,SYN001,117.87836380188246,121396.58474572186
2016-01-29,SYN002,96.34533315180812,137740.1983846204
2016-01-29,SYN003,92.06744159860104,129982.86442839175
2016-01-29,SYN004,94.71781251223156,317396.9382879283
2016-02-01,SYN000,111.63498848782838,136079.60808808843
2016-02-01,SYN001,117.8298835660485,76176.32631064237
2016-02-01,SYN002,94.51952298043787,125406.92628134528
2016-02-01,SYN003,91.61033368374217,304696.0298142146
2016-02-01,SYN004,93.60280911025046,149969.75356739762
2016-02-02,SYN000,111.07864043319753,187904.7293935768
2016-02-02,SYN001,120.84225443033432,451342.6472568145
2016-02-02,SYN002,94.83549332753904,338557.82520778035
2016-02-02,SYN003,91.10900364562389,82001.85901134029
2016-02-02,SYN004,95.83531909167424,210821.49784986812
2016-02-03,SYN000,110.63774579331881,175851.66783257847
2016-02-03,SYN001,116.87212481370544,98635.16287041317
2016-02-03,SYN002,93.39181570499878,218767.54851045823
2016-02-03,SYN003,90.10184385580774,455022.2372827595
2016-02-03,SYN004,92.7750815943902,86952.30755721514
2016-02-04,SYN000,109.9690275701168,41241.20131314495
2016-02-04,SYN001,116.21692389694954,147542.43322221775
2016-02-04,SYN002,92.06857147719136,288775.9814499976
2016-02-04,SYN003,91.80440697889581,119812.37942772006
2016-02-04,SYN004,92.55247244115189,88830.48635985803
2016-02-05,SYN000,112.1618200250281,103441.65627566949
2016-02-05,SYN001,116.47314555170271,146591.30270170412
2016-02-05,SYN002,89.77241784637702,121558.83475873584
2016-02-05,SYN003,89.23441743716091,251039.15485856734
2016-02-05,SYN004,93.4806106045046,292003.9131602602
2016-02-08,SYN000,112.11777108492879,158669.18106137522
2016-02-08,SYN001,117.43777107110391,232153.61751373642
2016-02-08,SYN002,90.02872660708387,166930.5722771434
2016-02-08,SYN003,89.42894850842532,154137.47362068345
2016-02-08,SYN004,95.19042515023884,214400.83564876686
2016-02-09,SYN000,108.4804989779448,136174.74936584986
2016-02-09,SYN001,119.6179530435326,205084.26661850524
2016-02-09,SYN002,91.25710465242082,199007.83165813936
2016-02-09,SYN003,88.23530218612314,186405.77125747697
2016-02-09,SYN004,96.59692438494285,151565.25875316773
2016-02-10,SYN000,109.79405866436815,184158.35333326354
2016-02-10,SYN001,119.50473271697302,107645.58410908922
2016-02-10,SYN002,90.59697398703199,123619.73077198086
2016-02-10,SYN003,87.64125762075763,142715.26210365395
2016-02-10,SYN004,98.5759109178414,422490.65216537524
2016-02-11,SYN000,109.16571681700324,286284.444423121
2016-02-11,SYN001,120.16131817166789,138286.98293504032
2016-02-11,SYN002,90.90530452955903,155163.3862401445
2016-02-11,SYN003,87.79869254924067,249768.13987778252
2016-02-11,SYN004,94.98327972675598,420272.18333259877
2016-02-12,SYN000,111.62545870964291,138584.02615277935
2016-02-12,SYN001,124.92104243931826,145297.5202835152
2016-02-12,SYN002,92.59480155626615,121563.8392934685
2016-02-12,SYN003,88.4202261355369,136808.58841210778
2016-02-12,SYN004,99.36151005386377,202720.60903769932
2016-02-15,SYN000,111.27099776646843,95910.67820277916
2016-02-15,SYN001,120.41698758766766,236683.65728066815
2016-02-15,SYN002,93.88667520503127,198695.6624683095
2016-02-15,SYN003,89.01565508404339,122213.74073980401
2016-02-15,SYN004,99.6676623301104,78603.57343106296
