date,ticker,weight
2018-03-06,SYN000,-1.25
2018-03-06,SYN001,-1.25
2018-03-06,SYN002,1.25
2018-03-06,SYN003,1.25
2018-03-06,SYN004,0.0
2018-03-07,SYN000,0.0
2018-03-07,SYN001,-1.25
2018-03-07,SYN002,1.25
2018-03-07,SYN003,1.25
2018-03-07,SYN004,-1.25
2018-03-08,SYN000,0.0
2018-03-08,SYN001,-1.25
2018-03-08,SYN002,1.25
2018-03-08,SYN003,1.25
2018-03-08,SYN004,-1.25
2018-03-09,SYN000,-1.100796371390124
2018-03-09,SYN001,0.0
2018-03-09,SYN002,1.100796371390124
2018-03-09,SYN003,1.100796371390124
2018-03-09,SYN004,-1.100796371390124
2018-03-12,SYN000,-1.0983068139698233
2018-03-12,SYN001,0.0
2018-03-12,SYN002,1.0983068139698233
2018-03-12,SYN003,1.0983068139698233
2018-03-12,SYN004,-1.0983068139698233
2018-03-13,SYN000,-0.7951783098822961
2018-03-13,SYN001,0.0
2018-03-13,SYN002,0.7951783098822961
2018-03-13,SYN003,0.7951783098822961
2018-03-13,SYN004,-0.7951783098822961
2018-03-14,SYN000,-0.7807765821797789
2018-03-14,SYN001,0.0
2018-03-14,SYN002,0.7807765821797789
2018-03-14,SYN003,0.7807765821797789
2018-03-14,SYN004,-0.7807765821797789
2018-03-15,SYN000,-0.7798697907231522
2018-03-15,SYN001,0.0
2018-03-15,SYN002,0.7798697907231522
2018-03-15,SYN003,0.7798697907231522
2018-03-15,SYN004,-0.7798697907231522
2018-03-16,SYN000,-0.7785687186160178
2018-03-16,SYN001,0.0
2018-03-16,SYN002,0.7785687186160178
2018-03-16,SYN003,0.7785687186160178
2018-03-16,SYN004,-0.7785687186160178
2018-03-19,SYN000,-0.7740275161977926
2018-03-19,SYN001,0.0
2018-03-19,SYN002,0.7740275161977926
2018-03-19,SYN003,0.7740275161977926
2018-03-19,SYN004,-0.7740275161977926
2018-03-20,SYN000,0.0
2018-03-20,SYN001,-0.7740313775690688
2018-03-20,SYN002,0.7740313775690688
2018-03-20,SYN003,0.7740313775690688
2018-03-20,SYN004,-0.7740313775690688
2018-03-21,SYN000,0.7630412899046934
2018-03-21,SYN001,-0.7630412899046934
2018-03-21,SYN002,0.0
2018-03-21,SYN003,0.7630412899046934
2018-03-21,SYN004,-0.7630412899046934
2018-03-22,SYN000,0.0
2018-03-22,SYN001,-0.7371780927742002
2018-03-22,SYN002,0.7371780927742002
2018-03-22,SYN003,0.7371780927742002
2018-03-22,SYN004,-0.7371780927742002
2018-03-23,SYN000,0.0
2018-03-23,SYN001,-0.6972883806260247
2018-03-23,SYN002,0.6972883806260247
2018-03-23,SYN003,0.6972883806260247
2018-03-23,SYN004,-0.6972883806260247
2018-03-26,SYN000,0.0
2018-03-26,SYN001,-0.576208167413501
2018-03-26,SYN002,0.576208167413501
2018-03-26,SYN003,0.576208167413501
2018-03-26,SYN004,-0.576208167413501
2018-03-27,SYN000,0.57216520075734
2018-03-27,SYN001,-0.57216520075734
2018-03-27,SYN002,0.0
2018-03-27,SYN003,0.57216520075734
2018-03-27,SYN004,-0.57216520075734
2018-03-28,SYN000,0.5341574944727955
2018-03-28,SYN001,0.0
2018-03-28,SYN002,-0.5341574944727955
2018-03-28,SYN003,0.5341574944727955
2018-03-28,SYN004,-0.5341574944727955
2018-03-29,SYN000,0.0
2018-03-29,SYN001,0.5276525205572199
2018-03-29,SYN002,-0.5276525205572199
2018-03-29,SYN003,0.5276525205572199
2018-03-29,SYN004,-0.5276525205572199
2018-03-30,SYN000,0.5145837617267098
2018-03-30,SYN001,-0.5145837617267098
2018-03-30,SYN002,0.0
2018-03-30,SYN003,0.5145837617267098
2018-03-30,SYN004,-0.5145837617267098
2018-04-02,SYN000,0.5132218284803554
2018-04-02,SYN001,0.0
2018-04-02,SYN002,-0.5132218284803554
2018-04-02,SYN003,0.5132218284803554
2018-04-02,SYN004,-0.5132218284803554
2018-04-03,SYN000,0.47141173830478295
2018-04-03,SYN001,0.0
2018-04-03,SYN002,-0.47141173830478295
2018-04-03,SYN003,0.47141173830478295
2018-04-03,SYN004,-0.47141173830478295
2018-04-04,SYN000,0.4601716350957189
2018-04-04,SYN001,-0.4601716350957189
2018-04-04,SYN002,0.0
2018-04-04,SYN003,0.4601716350957189
2018-04-04,SYN004,-0.4601716350957189
2018-04-05,SYN000,0.45995721431111514
2018-04-05,SYN001,-0.45995721431111514
2018-04-05,SYN002,0.0
2018-04-05,SYN003,0.45995721431111514
2018-04-05,SYN004,-0.45995721431111514
2018-04-06,SYN000,0.0
2018-04-06,SYN001,-0.4078172928276449
2018-04-06,SYN002,0.4078172928276449
2018-04-06,SYN003,0.4078172928276449
2018-04-06,SYN004,-0.4078172928276449
2018-04-09,SYN000,0.0
2018-04-09,SYN001,-0.40549928992792095
2018-04-09,SYN002,0.40549928992792095
2018-04-09,SYN003,0.40549928992792095
2018-04-09,SYN004,-0.40549928992792095
2018-04-10,SYN000,0.0
2018-04-10,SYN001,0.4054839456092916
2018-04-10,SYN002,-0.4054839456092916
2018-04-10,SYN003,0.4054839456092916
2018-04-10,SYN004,-0.4054839456092916
2018-04-11,SYN000,0.400550943715882
2018-04-11,SYN001,-0.400550943715882
2018-04-11,SYN002,0.0
2018-04-11,SYN003,0.400550943715882
2018-04-11,SYN004,-0.400550943715882
2018-04-12,SYN000,0.39941891419202064
2018-04-12,SYN001,-0.39941891419202064
2018-04-12,SYN002,0.0
2018-04-12,SYN003,0.39941891419202064
2018-04-12,SYN004,-0.39941891419202064
2018-04-13,SYN000,0.3993457610151614
2018-04-13,SYN001,-0.3993457610151614
2018-04-13,SYN002,0.0
2018-04-13,SYN003,0.3993457610151614
2018-04-13,SYN004,-0.3993457610151614
2018-04-16,SYN000,0.39724310170614036
2018-04-16,SYN001,-0.39724310170614036
2018-04-16,SYN002,0.0
2018-04-16,SYN003,0.39724310170614036
2018-04-16,SYN004,-0.39724310170614036
2018-04-17,SYN000,0.3972428525332725
2018-04-17,SYN001,-0.3972428525332725
2018-04-17,SYN002,0.0
2018-04-17,SYN003,0.3972428525332725
2018-04-17,SYN004,-0.3972428525332725
2018-04-18,SYN000,0.0
2018-04-18,SYN001,-0.3939634046337207
2018-04-18,SYN002,0.3939634046337207
2018-04-18,SYN003,0.3939634046337207
2018-04-18,SYN004,-0.3939634046337207
2018-04-19,SYN000,0.0
2018-04-19,SYN001,-0.3938897649706075
2018-04-19,SYN002,0.3938897649706075
2018-04-19,SYN003,0.3938897649706075
2018-04-19,SYN004,-0.3938897649706075
2018-04-20,SYN000,0.0
2018-04-20,SYN001,-0.3922357173014816
2018-04-20,SYN002,0.3922357173014816
2018-04-20,SYN003,0.3922357173014816
2018-04-20,SYN004,-0.3922357173014816
2018-04-23,SYN000,0.0
2018-04-23,SYN001,-0.371892704088655
2018-04-23,SYN002,0.371892704088655
2018-04-23,SYN003,0.371892704088655
2018-04-23,SYN004,-0.371892704088655
2018-04-24,SYN000,0.0
2018-04-24,SYN001,-0.35834552970532246
2018-04-24,SYN002,0.35834552970532246
2018-04-24,SYN003,0.35834552970532246
2018-04-24,SYN004,-0.35834552970532246
2018-04-25,SYN000,0.34167181795590296
2018-04-25,SYN001,-0.34167181795590296
2018-04-25,SYN002,0.0
2018-04-25,SYN003,0.34167181795590296
2018-04-25,SYN004,-0.34167181795590296
2018-04-26,SYN000,0.33969412025990636
2018-04-26,SYN001,-0.33969412025990636
2018-04-26,SYN002,0.0
2018-04-26,SYN003,0.33969412025990636
2018-04-26,SYN004,-0.33969412025990636
2018-04-27,SYN000,0.0
2018-04-27,SYN001,-0.339175891191782
2018-04-27,SYN002,0.339175891191782
2018-04-27,SYN003,0.339175891191782
2018-04-27,SYN004,-0.339175891191782
2018-04-30,SYN000,0.0
2018-04-30,SYN001,-0.33456959020414667
2018-04-30,SYN002,0.33456959020414667
2018-04-30,SYN003,0.33456959020414667
2018-04-30,SYN004,-0.33456959020414667
2018-05-01,SYN000,0.334464782553068
2018-05-01,SYN001,-0.334464782553068
2018-05-01,SYN002,0.334464782553068
2018-05-01,SYN003,0.0
2018-05-01,SYN004,-0.334464782553068
2018-05-02,SYN000,0.331550237810027
2018-05-02,SYN001,-0.331550237810027
2018-05-02,SYN002,0.331550237810027
2018-05-02,SYN003,0.0
2018-05-02,SYN004,-0.331550237810027
2018-05-03,SYN000,0.33045575053532317
2018-05-03,SYN001,-0.33045575053532317
2018-05-03,SYN002,0.33045575053532317
2018-05-03,SYN003,0.0
2018-05-03,SYN004,-0.33045575053532317
2018-05-04,SYN000,0.0
2018-05-04,SYN001,-0.33036302667559947
2018-05-04,SYN002,0.33036302667559947
2018-05-04,SYN003,0.33036302667559947
2018-05-04,SYN004,-0.33036302667559947
2018-05-07,SYN000,0.3267227712228306
2018-05-07,SYN001,0.0
2018-05-07,SYN002,-0.3267227712228306
2018-05-07,SYN003,0.3267227712228306
2018-05-07,SYN004,-0.3267227712228306
2018-05-08,SYN000,0.3266578560066399
2018-05-08,SYN001,-0.3266578560066399
2018-05-08,SYN002,0.0
2018-05-08,SYN003,0.3266578560066399
2018-05-08,SYN004,-0.3266578560066399
2018-05-09,SYN000,0.3255429298480525
2018-05-09,SYN001,-0.3255429298480525
2018-05-09,SYN002,0.3255429298480525
2018-05-09,SYN003,0.0
2018-05-09,SYN004,-0.3255429298480525
2018-05-10,SYN000,0.3252292661660896
2018-05-10,SYN001,-0.3252292661660896
2018-05-10,SYN002,0.3252292661660896
2018-05-10,SYN003,0.0
2018-05-10,SYN004,-0.3252292661660896
2018-05-11,SYN000,0.3251891611922952
2018-05-11,SYN001,-0.3251891611922952
2018-05-11,SYN002,0.0
2018-05-11,SYN003,0.3251891611922952
2018-05-11,SYN004,-0.3251891611922952
2018-05-14,SYN000,0.32502847977202814
2018-05-14,SYN001,-0.32502847977202814
2018-05-14,SYN002,0.0
2018-05-14,SYN003,0.32502847977202814
2018-05-14,SYN004,-0.32502847977202814
2018-05-15,SYN000,0.0
2018-05-15,SYN001,-0.32459164497740783
2018-05-15,SYN002,0.32459164497740783
2018-05-15,SYN003,0.32459164497740783
2018-05-15,SYN004,-0.32459164497740783
2018-05-16,SYN000,0.0
2018-05-16,SYN001,-0.3242319939291133
2018-05-16,SYN002,0.3242319939291133
2018-05-16,SYN003,0.3242319939291133
2018-05-16,SYN004,-0.3242319939291133
2018-05-17,SYN000,-0.3241204774555453
2018-05-17,SYN001,-0.3241204774555453
2018-05-17,SYN002,0.3241204774555453
2018-05-17,SYN003,0.3241204774555453
2018-05-17,SYN004,0.0
2018-05-18,SYN000,0.3206252429754878
2018-05-18,SYN001,-0.3206252429754878
2018-05-18,SYN002,0.0
2018-05-18,SYN003,0.3206252429754878
2018-05-18,SYN004,-0.3206252429754878
2018-05-21,SYN000,0.3126787454222147
2018-05-21,SYN001,-0.3126787454222147
2018-05-21,SYN002,0.0
2018-05-21,SYN003,0.3126787454222147
2018-05-21,SYN004,-0.3126787454222147
2018-05-22,SYN000,0.0
2018-05-22,SYN001,-0.3124549403256356
2018-05-22,SYN002,0.3124549403256356
2018-05-22,SYN003,0.3124549403256356
2018-05-22,SYN004,-0.3124549403256356
2018-05-23,SYN000,0.3092893118744381
2018-05-23,SYN001,-0.3092893118744381
2018-05-23,SYN002,0.0
2018-05-23,SYN003,0.3092893118744381
2018-05-23,SYN004,-0.3092893118744381
2018-05-24,SYN000,0.308824682610206
2018-05-24,SYN001,-0.308824682610206
2018-05-24,SYN002,0.0
2018-05-24,SYN003,0.308824682610206
2018-05-24,SYN004,-0.308824682610206
2018-05-25,SYN000,0.3084448028458464
2018-05-25,SYN001,-0.3084448028458464
2018-05-25,SYN002,0.0
2018-05-25,SYN003,0.3084448028458464
2018-05-25,SYN004,-0.3084448028458464
2018-05-28,SYN000,0.30679536014022546
2018-05-28,SYN001,-0.30679536014022546
2018-05-28,SYN002,0.0
2018-05-28,SYN003,0.30679536014022546
2018-05-28,SYN004,-0.30679536014022546
2018-05-29,SYN000,0.30120105686998155
2018-05-29,SYN001,-0.30120105686998155
2018-05-29,SYN002,-0.30120105686998155
2018-05-29,SYN003,0.30120105686998155
2018-05-29,SYN004,0.0
2018-05-30,SYN000,0.2992815984250249
2018-05-30,SYN001,-0.2992815984250249
2018-05-30,SYN002,-0.2992815984250249
2018-05-30,SYN003,0.2992815984250249
2018-05-30,SYN004,0.0
2018-05-31,SYN000,0.29927446734537283
2018-05-31,SYN001,0.0
2018-05-31,SYN002,-0.29927446734537283
2018-05-31,SYN003,0.29927446734537283
2018-05-31,SYN004,-0.29927446734537283
2018-06-01,SYN000,0.2988444082670246
2018-06-01,SYN001,-0.2988444082670246
2018-06-01,SYN002,-0.2988444082670246
2018-06-01,SYN003,0.2988444082670246
2018-06-01,SYN004,0.0
2018-06-04,SYN000,0.29484155634073683
2018-06-04,SYN001,-0.29484155634073683
2018-06-04,SYN002,-0.29484155634073683
2018-06-04,SYN003,0.29484155634073683
2018-06-04,SYN004,0.0
2018-06-05,SYN000,0.2942176998276528
2018-06-05,SYN001,-0.2942176998276528
2018-06-05,SYN002,-0.2942176998276528
2018-06-05,SYN003,0.2942176998276528
2018-06-05,SYN004,0.0
2018-06-06,SYN000,0.2917920192553403
2018-06-06,SYN001,-0.2917920192553403
2018-06-06,SYN002,-0.2917920192553403
2018-06-06,SYN003,0.2917920192553403
2018-06-06,SYN004,0.0
2018-06-07,SYN000,0.291686742961438
2018-06-07,SYN001,-0.291686742961438
2018-06-07,SYN002,-0.291686742961438
2018-06-07,SYN003,0.291686742961438
2018-06-07,SYN004,0.0
2018-06-08,SYN000,0.3010378278010397
2018-06-08,SYN001,-0.3010378278010397
2018-06-08,SYN002,-0.3010378278010397
2018-06-08,SYN003,0.3010378278010397
2018-06-08,SYN004,0.0
2018-06-11,SYN000,0.29993492657188936
2018-06-11,SYN001,-0.29993492657188936
2018-06-11,SYN002,-0.29993492657188936
2018-06-11,SYN003,0.29993492657188936
2018-06-11,SYN004,0.0
2018-06-12,SYN000,0.29751785674822784
2018-06-12,SYN001,-0.29751785674822784
2018-06-12,SYN002,-0.29751785674822784
2018-06-12,SYN003,0.29751785674822784
2018-06-12,SYN004,0.0
2018-06-13,SYN000,0.2965162614467389
2018-06-13,SYN001,-0.2965162614467389
2018-06-13,SYN002,-0.2965162614467389
2018-06-13,SYN003,0.0
2018-06-13,SYN004,0.2965162614467389
2018-06-14,SYN000,0.28917696938043397
2018-06-14,SYN001,-0.28917696938043397
2018-06-14,SYN002,-0.28917696938043397
2018-06-14,SYN003,0.0
