date,ticker,label_excess_ret
2016-01-01,SYN000,0.012820171461918162
2016-01-01,SYN001,0.0036947469632517826
2016-01-01,SYN002,0.013464333216675617
2016-01-01,SYN003,-0.004333458416167946
2016-01-01,SYN004,-0.02581034660977688
2016-01-04,SYN000,0.010120024609374889
2016-01-04,SYN001,0.00891865368246103
2016-01-04,SYN002,0.0025067256893891443
2016-01-04,SYN003,-0.008285810019418083
2016-01-04,SYN004,-0.013883522979687979
2016-01-05,SYN000,0.005831000760311289
2016-01-05,SYN001,0.007398916905230424
2016-01-05,SYN002,0.0017620965802691568
2016-01-05,SYN003,-0.0075203993233408095
2016-01-05,SYN004,-0.00815954248167472
2016-01-06,SYN000,-0.003791497315316583
2016-01-06,SYN001,0.0008755005468603638
2016-01-06,SYN002,-0.030554012977552114
2016-01-06,SYN003,0.0030424513172589984
2016-01-06,SYN004,0.03300187036917579
2016-01-07,SYN000,-0.0011023935371284876
2016-01-07,SYN001,0.010895030980554332
2016-01-07,SYN002,0.00031605113165089627
2016-01-07,SYN003,-0.0014735774155825165
2016-01-07,SYN004,-0.008761997392637833
2016-01-08,SYN000,-0.013125339628558219
2016-01-08,SYN001,0.012438489773253791
2016-01-08,SYN002,-0.01850378372726791
2016-01-08,SYN003,0.00405453308277226
2016-01-08,SYN004,0.01582599357377401
2016-01-11,SYN000,-0.02579298464478308
2016-01-11,SYN001,0.033416862136960046
2016-01-11,SYN002,-0.017375392237691134
2016-01-11,SYN003,-0.003667676232771866
2016-01-11,SYN004,0.012679225460298205
2016-01-12,SYN000,0.0007402411367822825
2016-01-12,SYN001,0.006323937324425932
2016-01-12,SYN002,0.0013822045169851194
2016-01-12,SYN003,-0.013048577927267657
2016-01-12,SYN004,0.0038308760925749308
2016-01-13,SYN000,0.002211620714537177
2016-01-13,SYN001,0.02682129966870128
2016-01-13,SYN002,-0.019359412057545766
2016-01-13,SYN003,-0.00956134736824088
2016-01-13,SYN004,-0.003001192482602999
2016-01-14,SYN000,0.01389969165384941
2016-01-14,SYN001,0.009276905731033569
2016-01-14,SYN002,-0.0043459831420820105
2016-01-14,SYN003,0.0026648588098794335
2016-01-14,SYN004,-0.022239769325922976
2016-01-15,SYN000,0.030528553109707035
2016-01-15,SYN001,-0.020127736018052178
2016-01-15,SYN002,0.009035033658719493
2016-01-15,SYN003,0.016892414005027723
2016-01-15,SYN004,-0.03355894283381111
2016-01-18,SYN000,0.0036305376531897693
2016-01-18,SYN001,0.019247100554023122
2016-01-18,SYN002,-0.01717369560953741
2016-01-18,SYN003,-0.00796377666832404
2016-01-18,SYN004,-0.0006918023912585447
2016-01-19,SYN000,-0.005627564424576903
2016-01-19,SYN001,0.0007276278476731068
2016-01-19,SYN002,-0.004219031630800174
2016-01-19,SYN003,0.009320786071749243
2016-01-19,SYN004,9.532268096812402e-05
2016-01-20,SYN000,-0.007422917340629942
2016-01-20,SYN001,0.020294218411642806
2016-01-20,SYN002,0.011341293920834605
2016-01-20,SYN003,0.003614487297384006
2016-01-20,SYN004,-0.03014563974094908
2016-01-21,SYN000,0.005151334990087797
2016-01-21,SYN001,-0.00165177780134107
2016-01-21,SYN002,-0.0033922079951239636
2016-01-21,SYN003,-0.004580440021376364
2016-01-21,SYN004,0.004515735866911119
2016-01-22,SYN000,0.0291463323843828
2016-01-22,SYN001,0.007084116082288983
2016-01-22,SYN002,-0.0022161025791822553
2016-01-22,SYN003,-0.03496670764567533
2016-01-22,SYN004,-0.0025503966457143257
2016-01-25,SYN000,0.021625990374581794
2016-01-25,SYN001,-0.010902681344113763
2016-01-25,SYN002,-0.018522091890331938
2016-01-25,SYN003,-0.003814399524217915
2016-01-25,SYN004,0.010942886991093581
2016-01-26,SYN000,0.009415396806455867
2016-01-26,SYN001,0.002010607522823671
2016-01-26,SYN002,-0.010050473975459662
2016-01-26,SYN003,-0.013005460003886249
2016-01-26,SYN004,0.009360174903455754
2016-01-27,SYN000,-0.0012016745616257873
2016-01-27,SYN001,0.0008172865906974636
2016-01-27,SYN002,0.021074562020665266
2016-01-27,SYN003,-0.010970533294822338
2016-01-27,SYN004,-0.009169650767580584
2016-01-28,SYN000,-0.014357475125004182
2016-01-28,SYN001,0.022575566016171056
2016-01-28,SYN002,0.013443183819453086
2016-01-28,SYN003,-0.009620393293969354
2016-01-28,SYN004,-0.014234206257702664
2016-01-29,SYN000,0.01052168226857797
2016-01-29,SYN001,0.005268086529084615
2016-01-29,SYN002,-0.01327132622603655
2016-01-29,SYN003,0.000714435232193944
2016-01-29,SYN004,-0.006092485008132864
2016-02-01,SYN000,-0.013827301457854824
2016-02-01,SYN001,0.01672175712518409
2016-02-01,SYN002,-0.005500755352962239
2016-02-01,SYN003,-0.014316084279615504
2016-02-01,SYN004,0.01500722026648793
2016-02-02,SYN000,0.015345729766997773
2016-02-02,SYN001,-0.013538878040393554
2016-02-02,SYN002,0.004091974080745131
2016-02-02,SYN003,0.008260492960465271
2016-02-02,SYN004,-0.012617309875483373
2016-02-03,SYN000,-0.0037273047071184617
2016-02-03,SYN001,-0.0032892256689189825
2016-02-03,SYN002,-0.011851829246002699
2016-02-03,SYN003,0.02121289476120114
2016-02-03,SYN004,-8.254043072064565e-05
2016-02-04,SYN000,0.022902600537432538
2016-02-04,SYN001,0.005167193726464903
2016-02-04,SYN002,-0.021977093910007572
2016-02-04,SYN003,-0.025031675687614108
2016-02-04,SYN004,0.012990746567800415
2016-02-05,SYN000,-0.006541385950723511
2016-02-05,SYN001,0.002133297190267447
2016-02-05,SYN002,-0.0032935644924554364
