date,ticker,mom_5,mom_10,mom_21,mom_63,vol_21,vol_z
2016-03-30,SYN000,-1.2759401835828708,-1.4556202831721896,-1.6305850379714375,-0.5374820975844523,0.22673841496534955,-0.11332319097637288
2016-03-30,SYN001,1.5787834660187323,1.3969445989490785,1.2768580261012876,1.8664609107479377,-0.38829823570317895,1.2660874521763565
2016-03-30,SYN002,-0.5700050201549538,0.060807249228726545,-0.5229361809609255,-1.0636445503181522,-0.5474468723165952,-1.53539764937311
2016-03-30,SYN003,0.6429068918016277,0.6793809771122491,0.6012650014220333,0.041826132752276854,-1.1026807269380423,-0.49916513813482827
2016-03-30,SYN004,-0.37574515408253584,-0.6815125421178642,0.27539819140904276,-0.3071603955976098,1.8116874199924689,0.8817985263079544
2016-03-31,SYN000,-1.4363583868013037,-1.4337636300603143,-1.596461489313363,-0.7006658298836982,0.10796539597446628,1.8929645346194812
2016-03-31,SYN001,1.6134368711021503,1.4147592763392893,1.4359531370475478,1.8433466313558244,-0.31504034157231836,-0.844262200162289
2016-03-31,SYN002,-0.11665149977114744,0.6744244591273737,-0.2094241804620947,-1.0273622210375561,-0.4930174860661976,-0.7299896457080208
2016-03-31,SYN003,0.36869925822397986,0.041845041141786415,0.5571663299018345,0.09889464743772895,-1.1333556360696115,-0.4045428409687051
2016-03-31,SYN004,-0.4291262427536791,-0.6972651465481351,-0.18723379717392338,-0.21421322787229896,1.8334480677336586,0.08583015221953352
2016-04-01,SYN000,-1.2970780349993642,-1.5015955263171679,-1.5919157013191068,-0.8780711715440972,-0.16641679749158916,1.7625357680211828
2016-04-01,SYN001,1.5770951343247672,1.380556361617987,1.2333627138716292,1.7550996639310223,-0.426166413016311,-0.4463776506074721
2016-04-01,SYN002,-0.5739644376967875,0.43716137732282534,-0.18106150793497844,-1.0344182369415673,-0.6015102416915803,-1.1175726949550022
2016-04-01,SYN003,0.6253677608104391,0.3888384782832612,0.8887764086579869,0.26064174997738077,-0.7660276447210081,-0.5605561099337139
2016-04-01,SYN004,-0.3314204224390545,-0.7049606909069058,-0.34916191327553114,-0.10325200542273885,1.9601210969204879,0.3619706874750051
2016-04-04,SYN000,-1.423640655825957,-1.1565073634794736,-1.7002455688038318,-0.907897885124444,-0.06493333238199289,-0.5087176443789121
2016-04-04,SYN001,1.0055759311606893,1.1192017965120253,0.9003018677527408,1.653700309171969,-0.2751172672465774,-0.7923019569468013
2016-04-04,SYN002,-0.4826656019741134,0.3315712947057868,-0.4004804973884122,-1.1279037073603402,-0.7825587866861686,-0.38024838846770037
2016-04-04,SYN003,1.2638271125701692,0.9150917767244419,1.0572283985985755,0.409944736139614,-0.794713370857234,-0.2897518028802213
2016-04-04,SYN004,-0.36309678593078804,-1.2093575044627802,0.14319579984092742,-0.027843452826799297,1.9173227571719762,1.9710197926736348
2016-04-05,SYN000,0.328430213961386,-0.6498219185817139,-1.3506707244330478,-0.7758650254198922,0.2839324876808284,0.21167847868191358
2016-04-05,SYN001,0.9746589875501361,1.4321933974736758,1.2573934484755576,1.7417846242866664,-0.382107344808579,0.34797921614340216
2016-04-05,SYN002,-1.9336702596133752,-0.6221795918110071,-0.573955873728805,-1.0879315256534914,-0.6547394032989869,1.5879671837124034
2016-04-05,SYN003,0.2690490746331743,0.9510721760099184,1.0556362860984252,0.3552688775355496,-1.048543341974872,-1.0176136813174765
2016-04-05,SYN004,0.3615319834686776,-1.1112640630908734,-0.3884031364121298,-0.2332569507488324,1.8014576024016127,-1.1300111972202425
2016-04-06,SYN000,-1.2516664094499876,-1.3000866715458528,-1.2881152723252471,-0.8774608977529832,0.3515636649975784,1.5693897112417954
2016-04-06,SYN001,0.7178661605089854,1.1411533075302767,1.3270983358351462,1.6846350726428048,-0.5673089058293016,0.1033725311476368
2016-04-06,SYN002,-0.739072868846505,-0.6992718310959861,-0.9288658168992792,-1.073065576960542,-1.275472769810673,0.07681623167882327
2016-04-06,SYN003,1.5200845891050523,1.1874905599335364,0.8454608450305886,0.45329566094722923,-0.20724650068682324,-1.5783220728498013
2016-04-06,SYN004,-0.24721147131754528,-0.32928536482197385,0.04442190835879152,-0.18740425887650897,1.698464511329215,-0.171256401218454
2016-04-07,SYN000,-1.0992703958714136,-1.4804885853737435,-1.2721304242401692,-0.8884187947114262,0.5516485937558563,-0.9648805078131137
2016-04-07,SYN001,0.4181981626332569,1.2351431403685238,1.2050529419547937,1.743793795257776,-0.6547307896481306,-0.8652062708976322
2016-04-07,SYN002,-1.2896898800063314,-0.8042785806632816,-0.9807100138343547,-1.0106279189483702,-1.4479207949343393,-0.4526496408024121
2016-04-07,SYN003,0.9096735489357936,0.7307921556085177,0.9815017358950959,0.33884927590151726,0.07989684659541442,1.646387633460901
2016-04-07,SYN004,1.0610885643086942,0.31883187005998365,0.06628576022463419,-0.18359635749949677,1.4711061442311841,0.6363487860522573
2016-04-08,SYN000,0.4897764307694574,-1.6959984561877877,-1.6142674541581885,-0.8936866378725287,-0.2675852109778719,-0.7955694748978667
2016-04-08,SYN001,-1.3794108088772254,1.2305747151142448,1.0909033433660786,1.7708336370419908,0.3266656349414804,0.08527199205836436
